,Unnamed: 0,Reference,Year,Compartment,Sample size,Country,Continent,Additive,Additive Abbrev,CAS Number,Additive function,Chemical class,Taxon,Species name,Biota Tissue,Stats,Concentration orig,Units,Polymer Composition,Factor conversion,Concentration in ug/g (ug/L for liquid),Concentration(ug/g),Common Additives,ConcentrationLog,Polymer Types,Polymers Number,Key Polymer,Bioacumulation factor
3364,4131,Zhang et al 2021,2019,Seawater,124,China,Asia,di-n-butyl phthalate,DBP,84-74-2,Plasticizer,Phthalate,,,,mean,275.0,ng/L,,1000.0,0.275,0.275,di-n-butyl phthalate,-1.290984181315566,"Nylon, PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3365,4134,Zhang et al 2021,2019,Biota,32,China,Asia,di-n-butyl phthalate,DBP,84-74-2,Plasticizer,Phthalate,Fish,Aquaculture Fish,Muscle,mean,543.0,ug/kg dw,,1000.0,0.543,0.543,di-n-butyl phthalate,-0.6106459590482015,"Nylon, PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",1.0
3366,4135,Lo Brutto et al 2021,2013-2014,Biota,Not Reported,Sicily,Europe,di-n-butyl phthalate,DBP,84-74-2,Plasticizer,Phthalate,Amphipod,Amphipod,,avg,0.0255,mg/kg,,1.0,0.0255,0.0255,di-n-butyl phthalate,-3.669076826817756,"Nylon, PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3367,4136,Lo Brutto et al 2021,2013-2014,Biota,Not Reported,Sicily,Europe,di-n-butyl phthalate,DBP,84-74-2,Plasticizer,Phthalate,Amphipod,Amphipod,,avg,0.0375,mg/kg,,1.0,0.0375,0.0375,di-n-butyl phthalate,-3.283414346005772,"Nylon, PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3368,4137,Lo Brutto et al 2021,2013-2014,Biota,Not Reported,Sicily,Europe,di-n-butyl phthalate,DBP,84-74-2,Plasticizer,Phthalate,Amphipod,Amphipod,,avg,0.0144999999999999,mg/kg,,1.0,0.0144999999999999,0.0144999999999999,di-n-butyl phthalate,-4.233606629555616,"Nylon, PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3369,4138,Lo Brutto et al 2021,2013-2014,Biota,Not Reported,Sicily,Europe,di-n-butyl phthalate,DBP,84-74-2,Plasticizer,Phthalate,Amphipod,Amphipod,,avg,0.018,mg/kg,,1.0,0.018,0.018,di-n-butyl phthalate,-4.017383521085972,"Nylon, PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3370,4139,Lo Brutto et al 2021,2013-2014,Biota,Not Reported,Sicily,Europe,di-n-butyl phthalate,DBP,84-74-2,Plasticizer,Phthalate,Amphipod,Amphipod,,avg,0.016,mg/kg,,1.0,0.016,0.016,di-n-butyl phthalate,-4.135166556742356,"Nylon, PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3371,4140,Wang et al 2021,2019,Seawater,60,China,Asia,di-n-butyl phthalate,DBP,84-74-2,Plasticizer,Phthalate,,,,mean,7527.0,ng/L,,1000.0,7.527,7.527,di-n-butyl phthalate,2.018496556052395,"Nylon, PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3372,4141,Wang et al 2021,2019,Seawater,60,China,Asia,di-n-butyl phthalate,DBP,84-74-2,Plasticizer,Phthalate,,,,mean,9526.0,ng/L,,1000.0,9.526,9.526,di-n-butyl phthalate,2.254024902378668,"Nylon, PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3373,4142,Wang et al 2021,2019,Sediment,48,China,Asia,di-n-butyl phthalate,DBP,84-74-2,Plasticizer,Phthalate,,,,mean,289.0,ng/g dw,,1000.0,0.289,0.289,di-n-butyl phthalate,-1.241328590869705,"Nylon, PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3374,4143,Wang et al 2021,2019,Sediment,48,China,Asia,di-n-butyl phthalate,DBP,84-74-2,Plasticizer,Phthalate,,,,mean,221.0,ng/g dw,,1000.0,0.221,0.221,di-n-butyl phthalate,-1.509592577464384,"Nylon, PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3375,4144,Zhang et al 2018b,2014,Seawater,110,China,Asia,di-n-hexyl phthalate,DHP (DnHP),84-75-3,Plasticizer,Phthalate,,,,mean,0.89,ng/L,,1000.0,0.0008900000000000001,0.0008900000000000001,,-7.024289095238088,,,,
3376,4145,Zhang et al 2019,2016,Seawater,18,China,Asia,di-n-hexyl phthalate,DHP (DiHP),84-75-3,Plasticizer,Phthalate,,,,mean,2.31,ng/L,,1000.0,0.00231,0.00231,,-6.070507754448434,,,,
3377,4146,Huysman et al 2019,2016,Seawater,3,Belgium,Europe,di-n-hexyl phthalate,DHP,84-75-3,Plasticizer,Phthalate,,,,individual measurement,37.0,ng/L,,1000.0,0.037,0.037,,-3.296837366337912,,,,
3378,4147,Huysman et al 2019,2017,Seawater,3,Belgium,Europe,di-n-hexyl phthalate,DHP,84-75-3,Plasticizer,Phthalate,,,,individual measurement,23.0,ng/L,,1000.0,0.023,0.023,,-3.772261063052988,,,,
3379,4148,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,di-n-hexyl phthalate,DHP (DiHP),84-75-3,Plasticizer,Phthalate,Plant,Green Algae,whole,mean,1.58,ng/g equivalent lipid,,1000.0,0.00158,0.00158,,-6.450330431943262,,,,
3380,4149,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,di-n-hexyl phthalate,DHP (DiHP),84-75-3,Plasticizer,Phthalate,Plant,Brown Algae,whole,mean,1.06,ng/g equivalent lipid,,1000.0,0.00106,0.00106,,-6.849486370858162,,,,
3381,4150,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,di-n-hexyl phthalate,DHP (DiHP),84-75-3,Plasticizer,Phthalate,Bivalve,Blue Mussel,soft tissue,mean,2.5,ng/g equivalent lipid,,1000.0,0.0025,0.0025,,-5.991464547107982,,,,
3382,4151,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,di-n-hexyl phthalate,DHP (DiHP),84-75-3,Plasticizer,Phthalate,Crustacean,Dungeness crabs,Not Reported,mean,1.34,ng/g equivalent lipid,,1000.0,0.00134,0.00134,,-6.615085665019317,,,,
3383,4152,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,di-n-hexyl phthalate,DHP (DiHP),84-75-3,Plasticizer,Phthalate,Invertebrate,Purple Seastar,Not Reported,mean,1.53,ng/g equivalent lipid,,1000.0,0.00153,0.00153,,-6.482487543577792,,,,
3384,4153,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,di-n-hexyl phthalate,DHP (DiHP),84-75-3,Plasticizer,Phthalate,Fish,Pacific Herring,Not Reported,mean,1.36,ng/g equivalent lipid,,1000.0,0.00136,0.00136,,-6.600270579234176,,,,
3385,4154,Saliu et al 2021,2019,Sediment,5,Spain,Europe,di-n-hexyl phthalate,DHP,84-75-3,Plasticizer,Phthalate,,,,mean,0.01,mg/kg dw,,1.0,0.01,0.01,,-4.605170185988091,,,,
3386,4155,Zhang et al 2021,2019,Seawater,124,China,Asia,di-n-hexyl phthalate,DnHP,84-75-3,Plasticizer,Phthalate,,,,mean,0.82,ng/L,,1000.0,0.00082,0.00082,,-7.106206217705975,,,,
3387,4157,Zhang et al 2021,2019,Biota,32,China,Asia,di-n-hexyl phthalate,DnHP,84-75-3,Plasticizer,Phthalate,Fish,Aquaculture Fish,Muscle,mean,14.8,ug/kg dw,,1000.0,0.0148,0.0148,,-4.213128098212068,,,,1.0
3388,4158,Zhang et al 2018b,2014,Seawater,110,China,Asia,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,,,,mean,5.41,ng/L,,1000.0,0.00541,0.00541,diisononyl phthalate,-5.219506186123747,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3389,4159,Zhang et al 2018a,2015,Plastic,28,N China,Asia,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,,,,mean,0.009,ng/g,"PE, PP, PS",1000.0,8.999999999999999e-06,8.999999999999999e-06,diisononyl phthalate,-11.61828598062806,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3390,4160,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,Plant,Green Algae,whole,mean,2.96,ng/g equivalent lipid,,1000.0,0.00296,0.00296,diisononyl phthalate,-5.822566010646168,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3391,4161,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,Plant,Green Algae,whole,mean,3.44,ng/g equivalent lipid,,1000.0,0.00344,0.00344,diisononyl phthalate,-5.67228380759683,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3392,4162,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,Plant,Brown Algae,whole,mean,2.12,ng/g equivalent lipid,,1000.0,0.00212,0.00212,diisononyl phthalate,-6.156339190298216,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3393,4163,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,Plant,Brown Algae,whole,mean,2.88,ng/g equivalent lipid,,1000.0,0.00288,0.00288,diisononyl phthalate,-5.849964984834283,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3394,4164,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,Bivalve,Blue Mussel,soft tissue,mean,2.25,ng/g equivalent lipid,,1000.0,0.00225,0.00225,diisononyl phthalate,-6.096825062765808,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3395,4165,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,Bivalve,Blue Mussel,soft tissue,mean,3.42,ng/g equivalent lipid,,1000.0,0.00342,0.00342,diisononyl phthalate,-5.678114727907623,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3396,4166,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,Crustacean,Dungeness crabs,Not Reported,mean,1.58,ng/g equivalent lipid,,1000.0,0.00158,0.00158,diisononyl phthalate,-6.450330431943262,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3397,4167,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,Crustacean,Dungeness crabs,Not Reported,mean,2.64,ng/g equivalent lipid,,1000.0,0.00264,0.00264,diisononyl phthalate,-5.936976361823913,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3398,4168,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,Fish,Pacific Herring,Not Reported,mean,0.54,ng/g equivalent lipid,,1000.0,0.00054,0.00054,diisononyl phthalate,-7.523941418405954,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3399,4169,Mackintosh et al 2004,1999,Biota,9,"Vancouver, BC",North America,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,Fish,Spiny dogfish,muscle,mean,0.34,ng/g equivalent lipid,,1000.0,0.00034,0.00034,diisononyl phthalate,-7.986564940354067,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3400,4170,Lee et al 2020,2016,Sediment,50,Korea,Asia,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,,,,mean,116.0,ng/g dw,,1000.0,0.116,0.116,diisononyl phthalate,-2.154165087875772,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3401,4171,Kim et al 2020,2013,Sediment,40,Korea,Asia,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,,,,mean,842.0,ng/g dw,,1000.0,0.842,0.842,diisononyl phthalate,-0.1719752647398104,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3402,4172,Kim et al 2021,2014,Sediment,27,Korea,Asia,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,,,,mean,826.0,ng/g dw,,1000.0,0.826,0.826,diisononyl phthalate,-0.191160505461159,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3403,4173,Saliu et al 2021,2019,Sediment,5,Spain,Europe,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,,,,mean,0.02,mg/kg dw,,1.0,0.02,0.02,diisononyl phthalate,-3.912023005428146,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3404,4174,Zhang et al 2021,2019,Seawater,124,China,Asia,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,,,,mean,0.53,ng/L,,1000.0,0.00053,0.00053,diisononyl phthalate,-7.542633551418106,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3405,4176,Zhang et al 2021,2019,Biota,32,China,Asia,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,Fish,Aquaculture Fish,Muscle,mean,4.67,ug/kg dw,,1000.0,0.00467,0.00467,diisononyl phthalate,-5.366596207301331,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",1.0
3406,4177,Wang et al 2021,2019,Seawater,60,China,Asia,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,,,,mean,0.17,ng/L,,1000.0,0.00017,0.00017,diisononyl phthalate,-8.679712120914012,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3407,4178,Wang et al 2021,2019,Seawater,60,China,Asia,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,,,,mean,0.43,ng/L,,1000.0,0.00043,0.00043,diisononyl phthalate,-7.751725349276666,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3408,4179,Wang et al 2021,2019,Sediment,48,China,Asia,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,,,,mean,9.28,ng/g dw,,1000.0,0.00928,0.00928,diisononyl phthalate,-4.679893732184028,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3409,4180,Wang et al 2021,2019,Sediment,48,China,Asia,diisononyl phthalate,DnNP,84-76-4,Plasticizer,Phthalate,,,,mean,5.24,ng/g dw,,1000.0,0.00524,0.00524,diisononyl phthalate,-5.251433780649187,"PP, PE, PS",Few Polymers,"Contained in PE, Contained in PP",
3410,4181,Zhang et al 2019,2016,Seawater,18,China,Asia,Didecyl phthalate,DDP,84-77-5,Plasticizer,Phthalate,,,,mean,4.37,ng/L,,1000.0,0.00437,0.00437,,-5.432992269874639,,,,
3411,4182,Morin 2003,2000-2001,Biota,11,"Quebec, Candada",North America,Didecyl phthalate,DnDP,84-77-5,Plasticizer,Phthalate,Marine Mammal,Beluga,liver and blubber,mean,7.78,ng/g ww,,1000.0,0.00778,0.00778,,-4.856198940791836,,,,
3412,4183,Morin 2003,2001-2002,Biota,12,"Quebec, Candada",North America,Didecyl phthalate,DnDP,84-77-5,Plasticizer,Phthalate,Fish,arctic Cod,muscle,mean,6.38,ng/g ww,,1000.0,0.00638,0.00638,,-5.054587181625439,,,,
3413,4184,Zhen et al 2016,2010,Sediment,54,China,Asia,decabromodiphenylethane,DBDPE,84852-53-9,Flame retardant,BFR,,,,mean,4684.0,pg/g dm,,1000000.0,0.004684,0.004684,,-5.363602833246667,,,,
3414,4185,Mo et al 2019,2015,Sediment,43,China,Asia,decabromodiphenylethane,DBDPE,84852-53-9,Flame retardant,BFR,,,,mean,3.63,ng/g,,1000.0,0.00363,0.00363,,-5.618522630705377,,,,
3415,4186,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Zamami Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,nobitid hermit crab,whole minus GI tract,individual measurement,1.3,ng/g dw,,1000.0,0.0013,0.0013,,-6.645391014514646,,,,
3416,4187,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Zamami Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,nobitid hermit crab,whole minus GI tract,individual measurement,0.22,ng/g dw,,1000.0,0.00022,0.00022,,-8.421883011611913,,,,
3417,4188,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Zamami Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,nobitid hermit crab,whole minus GI tract,individual measurement,0.84,ng/g dw,,1000.0,0.0008399999999999999,0.0008399999999999999,,-7.082108666126915,,,,
3418,4189,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Zamami Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,nobitid hermit crab,whole minus GI tract,individual measurement,0.1,ng/g dw,,1000.0,0.0001,0.0001,,-9.210340371976182,,,,
3419,4190,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Iriomote Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,nobitid hermit crab,whole minus GI tract,individual measurement,0.16,ng/g dw,,1000.0,0.00016,0.00016,,-8.740336742730447,,,,
3420,4191,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Iriomote Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,nobitid hermit crab,whole minus GI tract,individual measurement,0.21,ng/g dw,,1000.0,0.00021,0.00021,,-8.468403027246806,,,,
3421,4192,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Iriomote Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,nobitid hermit crab,whole minus GI tract,individual measurement,0.23,ng/g dw,,1000.0,0.00023,0.00023,,-8.377431249041079,,,,
3422,4193,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Iriomote Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,nobitid hermit crab,whole minus GI tract,individual measurement,0.55,ng/g dw,,1000.0,0.00055,0.00055,,-7.505592279737757,,,,
3423,4194,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Iriomote Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,nobitid hermit crab,whole minus GI tract,individual measurement,0.42,ng/g dw,,1000.0,0.00042,0.00042,,-7.77525584668686,,,,
3424,4195,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Iriomote Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,nobitid hermit crab,whole minus GI tract,individual measurement,0.23,ng/g dw,,1000.0,0.00023,0.00023,,-8.377431249041079,,,,
3425,4196,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Iriomote Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,nobitid hermit crab,whole minus GI tract,individual measurement,0.081,ng/g dw,,1000.0,8.1e-05,8.1e-05,,-9.421061403291835,,,,
3426,4197,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Iriomote Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,nobitid hermit crab,whole minus GI tract,individual measurement,0.16,ng/g dw,,1000.0,0.00016,0.00016,,-8.740336742730447,,,,
3427,4198,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Zamami Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,horned ghost crabs,whole minus GI tract,individual measurement,0.32,ng/g dw,,1000.0,0.00032,0.00032,,-8.047189562170502,,,,
3428,4199,Tanaka et al 2023 (hermit crabs),2018-2019,Biota,1,Zamami Island,Asia,decabromodiphenylethane,DTBPE,84852-53-9,Flame Retardant,BFR,Crustacean,horned ghost crabs,whole minus GI tract,individual measurement,1.5,ng/g dw,,1000.0,0.0015,0.0015,,-6.502290170873972,,,,
3429,4200,Zhen et al 2016,2010,Sediment,54,China,Asia,pentabromoethylbenzene,PBEB,85-22-3,Flame retardant,BFR,,,,mean,1.18,pg/g dm,,1000000.0,1.18e-06,1.18e-06,,-13.6499961194867,,,,
3430,4201,Savoca et al 2018,2016,Biota,1,Sicily,Europe,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,Sea turtle,Leatherback Sea Turtle,gonads,mean,12800.0,ng/g,,1000.0,12.8,12.8,Benzyl butyl phthalate,2.549445170925571,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3431,4202,Savoca et al 2018,2016,Biota,1,Sicily,Europe,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,Sea turtle,Leatherback Sea Turtle,liver,mean,16100.0,ng/g,,1000.0,16.1,16.1,Benzyl butyl phthalate,2.778819271990417,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3432,4203,Savoca et al 2018,2016,Biota,7,Sicily,Europe,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,Sea turtle,Loggerhead Sea Turtle,gonads,mean,430.0,ng/g,,1000.0,0.43,0.43,Benzyl butyl phthalate,-0.843970070294529,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3433,4204,Savoca et al 2018,2016,Biota,8,Sicily,Europe,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,Sea turtle,Loggerhead Sea Turtle,liver,mean,2050.0,ng/g,,1000.0,2.05,2.05,Benzyl butyl phthalate,0.7178397931503168,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3434,4205,Savoca et al 2018,2016,Biota,3,Sicily,Europe,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,Sea turtle,Loggerhead Sea Turtle,fat,mean,370.0,ng/g,,1000.0,0.37,0.37,Benzyl butyl phthalate,-0.9942522733438669,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3435,4207,Montano et al 2020,2019,Biota,16,Maldives,Asia,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,Invertebrate,Stony Coral,coral fragment,mean,0.44,ng/g,,1000.0,0.00044,0.00044,Benzyl butyl phthalate,-7.728735831051967,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3436,4208,Montano et al 2020,2019,Biota,16,Maldives,Asia,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,Invertebrate,cauliflower coral,coral fragment,mean,0.75,ng/g,,1000.0,0.00075,0.00075,Benzyl butyl phthalate,-7.195437351433918,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3437,4209,Montano et al 2020,2019,Biota,16,Maldives,Asia,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,Invertebrate,corrugated coral,coral fragment,mean,0.7,ng/g,,1000.0,0.0007,0.0007,Benzyl butyl phthalate,-7.264430222920869,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3438,4210,Sanchez-Avila et al 2012,2009,Seawater,22,"Port Seawater, Catalonia, Spain",Europe,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,,,,mean,19.0,ng/L,,1000.0,0.019,0.019,Benzyl butyl phthalate,-3.963316299815697,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3439,4211,Sanchez-Avila et al 2012,2009,Seawater,17,"Port Seawater, Catalonia, Spain",Europe,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,,,,mean,128.0,ng/L,,1000.0,0.128,0.128,Benzyl butyl phthalate,-2.05572501506252,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3440,4212,Xie et al 2005,2004,Seawater,11,Germany,Europe,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,,,,mean,0.05,ng/L,,1000.0,5e-05,5e-05,Benzyl butyl phthalate,-9.903487552536127,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3441,4213,Prieto et al 2007,2007,Seawater,4,Northern Spain,Europe,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,,,,mean,8.0,ng/L,,1000.0,0.008,0.008,Benzyl butyl phthalate,-4.828313737302302,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3442,4214,Prieto et al 2007,2007,Seawater,4,Spain,Europe,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,,,,mean,10.0,ng/L,,1000.0,0.01,0.01,Benzyl butyl phthalate,-4.605170185988091,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3443,4215,Prieto et al 2007,2007,Seawater,4,Spain,Europe,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,,,,mean,34.0,ng/L,,1000.0,0.034,0.034,Benzyl butyl phthalate,-3.381394754365976,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3444,4217,Xie et al 2007,2004,Seawater,16,Greeland,Europe,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,,,,mean,8.0,pg/L,,1000000.0,8e-06,8e-06,Benzyl butyl phthalate,-11.73606901628444,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3445,4218,Zhang et al 2018b,2014,Seawater,110,China,Asia,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,,,,mean,1.63,ng/L,,1000.0,0.00163,0.00163,Benzyl butyl phthalate,-6.419175264163466,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3446,4219,Paluselli et al 2017,2014,Seawater,4,France,Europe,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,,,,mean,3.87,ng/L,,1000.0,0.00387,0.00387,Benzyl butyl phthalate,-5.554500771940447,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3447,4220,Zhang et al 2019,2016,Seawater,18,China,Asia,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,,,,mean,5.42,ng/L,,1000.0,0.00542,0.00542,Benzyl butyl phthalate,-5.217659463530582,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
3448,4221,Zhang et al 2018a,2015,Plastic,28,N China,Asia,Benzyl butyl phthalate,BBP,85-68-7,Plasticizer,Phthalate,,,,mean,0.0092,ng/g,"PE, PP, PS",1000.0,9.2e-06,9.2e-06,Benzyl butyl phthalate,-11.59630707390928,"PE, PS, Polyester, PP, PVC",Many Polymers,"Contained in PE, Contained in PP, Contained in PVC",
